City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.1203,-134.9692,76.33,63,97,4.09,overcast clouds
1,Barrow,US,71.2906,-156.7887,-11.18,77,40,10.36,scattered clouds
2,Faya,SA,18.3851,42.4509,57.31,81,14,5.03,few clouds
3,Hobart,AU,-42.8794,147.3294,58.05,94,75,1.01,broken clouds
4,Tuktoyaktuk,CA,69.4541,-133.0374,-2.2,84,100,19.57,light snow
5,Port Hardy,CA,50.6996,-127.4199,41.76,100,100,10.36,light rain
6,Jiutai,CN,44.1525,125.8328,-3.66,97,5,1.14,clear sky
7,Cabo San Lucas,MX,22.8909,-109.9124,83.52,66,20,5.75,few clouds
8,Apac,UG,1.9756,32.5386,79.23,35,99,2.35,overcast clouds
9,Kamaishi,JP,39.2667,141.8833,24.64,60,18,7.4,few clouds
10,Hamilton,US,39.1834,-84.5333,40.62,55,0,1.99,clear sky
11,Vaini,TO,-21.2,-175.2,80.06,78,100,11.12,light rain
12,Saint-Gabriel,CA,46.3001,-73.3824,17.83,67,100,8.93,overcast clouds
13,Dongsheng,CN,39.8161,109.9776,8.4,45,0,18.61,clear sky
14,Ribeira Grande,PT,38.5167,-28.7,59.4,58,40,20.71,scattered clouds
15,Ushuaia,AR,-54.8,-68.3,47.86,71,75,29.93,light intensity drizzle
16,Tasiilaq,GL,65.6145,-37.6368,8.76,37,94,22.75,overcast clouds
17,Tripoli,LY,32.8752,13.1875,54.9,70,5,11.3,clear sky
18,Puerto Escondido,MX,15.85,-97.0667,85.03,70,0,6.91,clear sky
19,Nabire,ID,-3.3667,135.4833,73.9,90,99,3.49,overcast clouds
20,Yellowknife,CA,62.456,-114.3525,-9.58,95,100,6.91,light snow
21,Manggar,ID,-2.8833,108.2667,78.13,80,100,5.48,overcast clouds
22,Puerto Ayora,EC,-0.7393,-90.3518,85.96,71,100,9.19,overcast clouds
23,Luderitz,NA,-26.6481,15.1594,68.14,81,88,3.6,overcast clouds
24,Port Lincoln,AU,-34.7333,135.8667,65.75,86,2,8.57,clear sky
25,Arraial Do Cabo,BR,-22.9661,-42.0278,85.96,70,40,11.5,thunderstorm
26,Butaritari,KI,3.0707,172.7902,81.91,76,55,22.1,light rain
27,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.7,74,100,9.1,overcast clouds
28,San Andres,CO,12.5847,-81.7006,82.42,69,75,10.36,broken clouds
29,Marystown,CA,47.1666,-55.1483,39.85,100,96,11.99,overcast clouds
30,Hilo,US,19.7297,-155.09,77.25,59,40,5.75,scattered clouds
31,Mataura,NZ,-46.1927,168.8643,59.49,87,34,1.03,scattered clouds
32,Benguela,AO,-12.5763,13.4055,77.4,80,100,5.14,overcast clouds
33,Bubaque,GW,11.2833,-15.8333,78.17,68,14,16.75,few clouds
34,Fort Morgan,US,40.2503,-103.8,44.1,60,0,11.5,clear sky
35,Broome,US,42.2506,-75.833,23.22,60,100,1.99,overcast clouds
36,Cap-Aux-Meules,CA,47.3821,-61.8597,21.25,79,75,28.77,broken clouds
37,Kodiak,US,57.79,-152.4072,24.31,74,20,12.66,few clouds
38,Sao Filipe,CV,14.8961,-24.4956,71.76,71,100,14.16,overcast clouds
39,Airai,TL,-8.9266,125.4092,61.14,93,93,3.94,overcast clouds
40,Saint-Philippe,RE,-21.3585,55.7679,80.19,82,60,14.36,broken clouds
41,Taltal,CL,-25.4,-70.4833,68.34,71,32,7.61,scattered clouds
42,Albany,US,42.6001,-73.9662,22.75,36,37,1.01,scattered clouds
43,Mahebourg,MU,-20.4081,57.7,80.89,83,40,13.8,scattered clouds
44,Bambous Virieux,MU,-20.3428,57.7575,80.85,83,40,13.8,light rain
45,Valleyview,CA,55.0667,-117.2859,32.18,86,61,3.47,broken clouds
46,Clacton-On-Sea,GB,51.7897,1.156,43.81,80,100,8.01,overcast clouds
47,Saskylakh,RU,71.9167,114.0833,-21.21,100,100,2.98,overcast clouds
48,Dunedin,NZ,-45.8742,170.5036,62.8,87,0,5.01,clear sky
49,Tevriz,RU,57.509,72.4042,6.22,96,99,5.28,overcast clouds
50,East London,ZA,-33.0153,27.9116,75.04,83,91,15.84,overcast clouds
51,Busselton,AU,-33.65,115.3333,64.09,65,88,18.79,overcast clouds
52,Beloha,MG,-25.1667,45.05,73.58,72,97,14.27,overcast clouds
53,Avarua,CK,-21.2078,-159.775,71.65,94,75,18.41,haze
54,Atuona,PF,-9.8,-139.0333,77.85,76,18,14.23,few clouds
55,Saint George,US,37.1041,-113.5841,59.47,20,0,3.0,clear sky
56,Gorele,TR,41.0308,39.0031,53.04,69,85,8.99,overcast clouds
57,Georgetown,MY,5.4112,100.3354,82.89,88,20,1.99,few clouds
58,Kavieng,PG,-2.5744,150.7967,81.03,75,67,1.83,broken clouds
59,Fortuna,US,40.5982,-124.1573,55.92,80,0,4.61,clear sky
60,Nikolskoye,RU,59.7035,30.7861,28.4,96,100,7.14,snow
61,Dikson,RU,73.5069,80.5464,-3.96,94,100,21.03,overcast clouds
62,Lorengau,PG,-2.0226,147.2712,79.09,83,100,11.14,overcast clouds
63,Majene,ID,-3.5403,118.9707,77.47,83,100,4.7,overcast clouds
64,Tiarei,PF,-17.5333,-149.3333,80.62,76,62,11.23,light rain
65,Port Elizabeth,ZA,-33.918,25.5701,75.09,88,20,13.8,few clouds
66,Bada,RU,51.392,109.8717,-13.65,99,99,3.06,overcast clouds
67,Thompson,CA,55.7435,-97.8558,5.16,72,20,4.61,few clouds
68,Port Alfred,ZA,-33.5906,26.891,74.59,86,100,21.05,overcast clouds
69,Fredericksburg,US,38.3032,-77.4605,36.01,46,0,1.01,clear sky
70,La Ronge,CA,55.1001,-105.2842,12.45,79,100,9.22,overcast clouds
71,Tual,ID,-5.6667,132.75,83.88,76,100,20.71,overcast clouds
72,Nurota,UZ,40.5614,65.6886,30.29,77,6,6.15,clear sky
73,Champerico,GT,14.3,-91.9167,93.74,63,0,11.25,clear sky
74,Vallenar,CL,-28.5708,-70.7581,81.32,34,0,11.16,clear sky
75,Awjilah,LY,29.1081,21.2869,53.89,62,50,13.82,scattered clouds
76,Ketchikan,US,55.3422,-131.6461,37.38,93,40,5.75,scattered clouds
77,San Angelo,US,31.4638,-100.437,69.94,24,0,5.01,clear sky
78,Grand-Santi,GF,4.25,-54.3833,81.95,69,98,5.26,overcast clouds
79,Castro,BR,-24.7911,-50.0119,63.66,99,100,5.93,overcast clouds
80,Garachine,PA,8.0647,-78.3628,83.12,61,54,7.65,broken clouds
81,Karlstadt,DE,49.9603,9.7722,40.68,71,13,4.94,few clouds
82,Aconibe,GQ,1.2968,10.9369,69.1,79,100,2.89,overcast clouds
83,Brae,GB,60.3964,-1.353,39.11,93,100,16.64,overcast clouds
84,Kurilsk,RU,45.2333,147.8833,18.05,71,100,17.92,light snow
85,Khasan,RU,42.4308,130.6434,19.09,51,0,16.67,clear sky
86,Bandarbeyla,SO,9.4942,50.8122,75.67,74,77,15.1,broken clouds
87,Kapaa,US,22.0752,-159.319,75.47,70,20,5.01,few clouds
88,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.79,78,100,17.27,overcast clouds
89,Soyo,AO,-6.1349,12.3689,79.27,86,100,7.23,light rain
90,Smolensk,RU,55.0,33.0,31.39,89,100,7.05,light snow
91,Upernavik,GL,72.7868,-56.1549,-5.06,65,100,9.51,overcast clouds
92,Birao,CF,10.2849,22.7882,71.26,17,72,6.13,broken clouds
93,Muros,ES,42.7762,-9.0603,55.9,77,0,4.0,clear sky
94,Bluff,NZ,-46.6,168.3333,59.81,88,100,4.05,overcast clouds
95,Tangier,MA,35.7806,-5.8137,58.35,77,0,16.11,clear sky
96,Cherskiy,RU,68.75,161.3,-26.0,98,100,3.22,overcast clouds
97,Pavlodar,KZ,52.3,76.95,8.4,85,75,8.95,broken clouds
98,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,85,8,4.0,clear sky
99,Bereda,ES,43.2686,-7.5406,45.88,99,11,3.29,few clouds
100,Bengkulu,ID,-3.8004,102.2655,75.76,91,100,4.0,moderate rain
101,San Patricio,US,28.017,-97.5169,73.49,48,14,12.41,few clouds
102,Ilulissat,GL,69.2167,-51.1,8.62,66,75,18.41,broken clouds
103,Flin Flon,CA,54.7682,-101.865,6.64,78,100,5.75,light snow
104,Aitape,PG,-3.1374,142.3475,76.19,90,100,9.95,overcast clouds
105,Yangambi,CD,0.8102,24.4336,74.88,37,88,1.14,overcast clouds
106,Requena,ES,39.4883,-1.1004,50.79,21,0,5.32,clear sky
107,Atar,MR,20.5169,-13.0499,82.06,10,100,6.82,overcast clouds
108,Moen,NO,69.1304,18.6123,23.07,84,0,1.14,clear sky
109,Yerbogachen,RU,61.2767,108.0108,-14.51,100,93,3.09,overcast clouds
110,Lubbock,US,33.6001,-101.8338,57.38,25,75,1.99,broken clouds
111,Verkhoyansk,RU,67.5447,133.385,-34.29,100,94,1.28,overcast clouds
112,Tigil,RU,57.8,158.6667,29.8,73,100,19.37,overcast clouds
113,Longyearbyen,SJ,78.2186,15.6401,8.44,66,0,19.57,clear sky
114,Pinega,RU,64.7001,43.3936,10.04,96,100,4.72,overcast clouds
115,Camacha,PT,33.0833,-16.3333,61.56,82,40,19.57,scattered clouds
116,Qaanaaq,GL,77.484,-69.3632,-7.87,71,100,8.3,overcast clouds
117,Punta Arenas,CL,-53.15,-70.9167,53.71,43,75,32.21,broken clouds
118,Kinsale,IE,51.7075,-8.5306,47.57,81,75,20.71,broken clouds
119,Victoria,HK,22.2855,114.1577,59.32,76,90,1.99,overcast clouds
120,Savinka,RU,50.0785,47.0994,27.73,93,100,11.07,overcast clouds
121,Beipiao,CN,41.7919,120.7792,17.64,45,100,3.0,overcast clouds
122,Drayton Valley,CA,53.2168,-114.9854,35.91,98,100,0.47,overcast clouds
123,Khatanga,RU,71.9667,102.5,-6.14,98,100,10.6,overcast clouds
124,Nanortalik,GL,60.1432,-45.2371,18.72,67,100,15.39,overcast clouds
125,Provideniya,RU,64.3833,-173.3,5.07,80,1,8.9,clear sky
126,Vestmannaeyjar,IS,63.4427,-20.2734,31.55,62,100,39.1,snow
127,Lasa,IT,46.6166,10.7002,46.31,59,17,7.45,few clouds
128,Margate,GB,51.3813,1.3862,42.96,79,100,4.0,overcast clouds
129,Kaitangata,NZ,-46.2817,169.8464,59.45,84,19,2.82,few clouds
130,New Norfolk,AU,-42.7826,147.0587,58.66,76,5,2.13,clear sky
131,Alghero,IT,40.5589,8.3181,55.49,76,75,6.91,broken clouds
132,Sovetskiy,RU,61.3614,63.5842,-7.46,100,99,2.95,overcast clouds
133,Tromso,NO,69.6496,18.957,23.02,74,0,14.97,clear sky
134,Ust-Kuyga,RU,70.0167,135.6,-32.84,99,99,5.39,overcast clouds
135,Gidam,IN,18.9833,81.4,57.99,34,1,1.68,clear sky
136,Saltillo,MX,25.4167,-101.0,70.47,39,0,9.22,clear sky
137,Talnakh,RU,69.4865,88.3972,-14.31,96,79,8.81,broken clouds
138,Dina,CA,52.9335,-110.0849,32.41,86,52,4.68,broken clouds
139,Gizo,SB,-8.103,156.8419,82.02,77,95,7.78,light rain
140,Grindavik,IS,63.8424,-22.4338,26.55,86,75,32.21,snow
141,North Platte,US,41.1239,-100.7654,56.12,21,0,4.0,clear sky
142,Kruisfontein,ZA,-34.0033,24.7314,72.88,91,95,8.37,overcast clouds
143,Aykhal,RU,66.0,111.5,-21.39,100,79,3.71,broken clouds
144,Beringovskiy,RU,63.05,179.3167,-12.01,100,100,8.93,overcast clouds
145,Henties Bay,NA,-22.116,14.2845,66.85,80,100,6.15,overcast clouds
146,Nicoya,CR,10.1483,-85.452,87.35,39,10,14.27,clear sky
147,Nisia Floresta,BR,-6.0911,-35.2086,86.81,69,17,11.34,few clouds
148,Suleja,NG,9.1758,7.1808,81.59,10,100,10.98,overcast clouds
149,Lavrentiya,RU,65.5833,-171.0,-5.39,89,4,4.7,clear sky
150,Reconquista,AR,-29.15,-59.65,94.91,17,0,7.72,clear sky
151,Edd,ER,13.9297,41.6925,80.24,59,20,17.52,few clouds
152,Weatherford,US,32.7593,-97.7972,71.04,22,85,1.01,overcast clouds
153,Karoi,ZW,-16.8099,29.6925,63.34,95,90,4.34,overcast clouds
154,Mahibadhoo,MV,3.7833,72.9667,82.24,75,100,11.86,overcast clouds
155,Torbay,CA,47.6666,-52.7314,45.37,80,100,32.21,overcast clouds
156,Motril,ES,36.7507,-3.5179,59.5,51,0,2.71,clear sky
157,Katsuura,JP,35.1333,140.3,41.02,55,100,11.56,overcast clouds
158,Nelson Bay,AU,-32.7167,152.15,73.0,96,53,4.56,broken clouds
159,Dondo,MZ,-19.6094,34.7431,78.31,80,50,4.92,scattered clouds
160,Luena,AO,-11.7833,19.9167,62.83,81,100,4.61,overcast clouds
161,Tortoli,IT,39.9256,9.6572,51.62,87,0,3.44,clear sky
162,Shahapur,IN,19.45,73.3333,74.68,38,0,2.51,clear sky
163,Lompoc,US,34.6391,-120.4579,72.84,40,0,0.0,clear sky
164,Hithadhoo,MV,-0.6,73.0833,81.61,70,100,7.78,overcast clouds
165,Sechura,PE,-5.5569,-80.8222,80.85,58,67,13.73,broken clouds
166,Khobi,GE,42.3156,41.8987,39.54,79,30,9.69,scattered clouds
167,Clyde River,CA,70.4692,-68.5914,-19.97,69,75,3.44,snow
168,Hofn,IS,64.2539,-15.2082,26.62,48,0,23.96,clear sky
169,Kizukuri,JP,40.8061,140.3861,22.1,71,100,19.13,light snow
170,Leningradskiy,RU,69.3833,178.4167,-10.5,93,100,1.57,overcast clouds
171,Gamba,GA,-2.65,10.0,78.01,84,100,3.51,overcast clouds
172,Chateauroux,FR,46.8167,1.7,46.4,93,100,5.75,overcast clouds
173,Lucapa,AO,-8.4192,20.7447,66.52,94,76,2.42,light rain
174,Padang,ID,-0.9492,100.3543,73.45,90,100,3.11,overcast clouds
175,Guanare,VE,9.0418,-69.7421,93.22,36,100,5.75,overcast clouds
176,Ponta Do Sol,PT,32.6667,-17.1,66.13,52,1,9.48,clear sky
177,Chuy,UY,-33.6971,-53.4616,78.87,53,64,13.62,broken clouds
178,Kroya,ID,-7.6331,109.2461,76.19,89,100,3.0,overcast clouds
179,Poum,NC,-20.2333,164.0167,79.84,77,100,9.66,overcast clouds
180,Methoni,GR,36.8197,21.7049,50.22,66,65,14.34,broken clouds
181,Okha,RU,53.5739,142.9478,9.55,93,100,21.99,light snow
182,Diffa,NE,13.3154,12.6113,67.12,19,0,9.48,clear sky
183,Srednekolymsk,RU,67.45,153.6833,-23.66,99,100,5.59,overcast clouds
184,Soto La Marina,MX,23.7667,-98.2167,73.78,42,45,15.21,scattered clouds
185,Cururupu,BR,-1.8283,-44.8683,76.71,91,98,5.39,overcast clouds
186,Gorontalo,ID,0.5412,123.0595,73.45,93,99,4.03,overcast clouds
187,Half Moon Bay,US,37.4636,-122.4286,64.15,79,0,3.0,haze
188,Salalah,OM,17.0151,54.0924,73.49,64,0,4.61,clear sky
189,San Cristobal,VE,7.7669,-72.225,71.78,56,99,6.13,overcast clouds
190,Mulege,MX,26.8833,-111.9833,70.84,33,73,7.38,broken clouds
191,Baruun-Urt,MN,46.6806,113.2792,-7.96,96,37,4.68,scattered clouds
192,Merauke,ID,-8.4667,140.3333,76.95,86,99,4.74,overcast clouds
193,Klaksvik,FO,62.2266,-6.589,34.72,97,100,18.57,overcast clouds
194,Cape Town,ZA,-33.9258,18.4232,69.12,82,0,5.99,clear sky
195,Esperance,AU,-33.8667,121.9,67.84,67,52,9.08,broken clouds
196,Arlit,NE,18.7369,7.3853,66.94,14,0,15.79,clear sky
197,Shenjiamen,CN,29.9576,122.298,41.07,63,4,12.97,clear sky
198,Kemijarvi,FI,66.7131,27.4306,-2.58,100,83,2.77,broken clouds
199,Mar Del Plata,AR,-38.0023,-57.5575,84.22,48,75,18.41,broken clouds
200,Redmond,US,47.674,-122.1215,50.31,85,100,3.0,overcast clouds
201,Port-Cartier,CA,50.0334,-66.8654,8.82,73,97,13.71,overcast clouds
202,Beruwala,LK,6.4788,79.9828,78.85,81,18,2.86,few clouds
203,Ahipara,NZ,-35.1667,173.1667,67.03,78,100,10.87,overcast clouds
204,Norman Wells,CA,65.282,-126.8329,-30.96,61,75,2.3,broken clouds
205,Cozumel,MX,20.5083,-86.9458,74.95,56,40,3.0,scattered clouds
206,Lewistown,US,40.5992,-77.5714,26.55,78,100,0.0,overcast clouds
207,Alofi,NU,-19.0595,-169.9187,75.09,94,100,3.44,overcast clouds
208,Kahului,US,20.8947,-156.47,77.85,57,0,5.75,clear sky
209,Jamestown,US,42.097,-79.2353,21.52,42,100,3.0,overcast clouds
210,Tilichiki,RU,60.4667,166.1,22.89,77,100,14.74,overcast clouds
211,Luwuk,ID,-0.9516,122.7875,77.61,80,100,4.23,overcast clouds
212,Touho,NC,-20.7833,165.2333,78.58,82,100,5.46,overcast clouds
213,Fare,PF,-16.7,-151.0167,80.08,73,64,9.26,broken clouds
214,Monrovia,LR,6.3005,-10.7969,82.17,83,43,10.27,scattered clouds
